RAID|KUID|HUID|Tittel|Navn|HUIDFar|HUIDMor|IDNR|FargeBeskrivelse|FargeVariant|AD|HD|Haarlag|IDMerk|Kjoenn|PEID|EndretAv|EndretDato|RegDato|Stoerrelse
306|960139|00704/96||TRÅSLETTEN'S COKS|DK18161/94|40938/91|1056560|SORT/HVIT/SKIMLET|||A||M|H|3043913|#XU|21.03.1999|12.01.1996|
306|040153|00700/04||TOYA|12694/01|01439/01|1056385|HVIT/ORANGE||||||T|3457324|bk|09.03.2004|14.01.2004|
306|960139|00700/96||TRÅSLETTEN'S CICO|DK18161/94|40938/91|1056413|BRUN/HVIT/SKIMLET|||A||M|H|3043910|TON|23.04.1997|12.01.1996|
306|030473|01797/03||TRUST|S17855/2000|06060/00|1091911|HVIT/RØD|||C||M|H|3567302|ton|20.04.2005|04.02.2003|
306|970388|01799/97||NORDTANGEN'S RAMP|30830/88|20537/93|1091994|HVIT/BRUN|||A||X|H|3073275|TON|26.03.1998|03.02.1997|
306|880075|00254/88||TASSEN|DK14291/84|08953/80|1039326|RØD/HVIT||||||H|1944271||13.10.2006||
306|402929|00251/68NJHR||NØSKAMPENS TJORRO ALF|&62/2492|&60/1813|1039183|HVIT/RØD||||||H|8109494||||
306|900016|00943/90||AJARO'S SITA|S44063/88|06979/82|1065242|HVIT/BRUN||||||T|2194629|#XU|21.03.1999||
306|900016|00940/90||AJARO'S UNA|S44063/88|06979/82|1065135|HVIT/BRUN|||A||X|T|1812767|#XU|21.03.1999||
306|900016|00941/90|N UCH|AJARO'S AYLA|S44063/88|06979/82|1065171|HVIT/BRUN|||A||X|T|1967694|#XU|21.03.1999|11.12.1996|
306|900016|00944/90||AJARO'S ARIA|S44063/88|06979/82|1065280|HVIT/BRUN|||A||X|T|2216530|#XU|29.08.2004||
306|060219|00951/06||VALBYSKOGENS SAFIR|09593/01|24616/00|1065513|Orange/hvit||||||H|3636132|||31.01.2006|
306|060219|00952/06||VALBYSKOGENS ARES|09593/01|24616/00|1065549|Orange/hvit|||||M|H|3636395||07.03.2006|31.01.2006|
306|060219|00953/06||VALBYSKOGENS KARO|09593/01|24616/00|1065585|Orange/hvit|||||M|H|3636399||15.06.2007|31.01.2006|
306|060219|00958/06||VALBYSKOGENS SOPHIE|09593/01|24616/00|1065755|Orange/hvit|||B||M|T|3636405||28.02.2007|31.01.2006|
306|060219|00954/06||VALBYSKOGENS HAPPY|09593/01|24616/00|1065621|Sort/hvit||||||T|3636400|||31.01.2006|
306|060219|00955/06||VALBYSKOGENS BESSI V|09593/01|24616/00|1065655|Orange/hvit|||||M|T|2590372||23.04.2006|31.01.2006|
306|870045|00331/87||BUSTER|DK14291/84|00106/80|1042312|HVIT/BRUN||||||H|8110922||||
306|060219|00957/06||VALBYSKOGENS GAIA|09593/01|24616/00|1065722|Orange/hvit|||B||M|T|2016608||11.11.2007|31.01.2006|
306|060219|00956/06||VALBYSKOGENS KAISA|09593/01|24616/00|1065688|Sort/hvit|||B||M|T|3636401||30.04.2008|31.01.2006|
306|870045|00333/87||RANJA|DK14291/84|00106/80|1042389|HVIT/BRUN||||||T|1859008||||
306|870045|00332/87||KATJA|DK14291/84|00106/80|1042350|HVIT/BRUN|||A||X|T|2605783|#XU|21.03.1999||
306|050376|01279/05||TRÅSLETTEN'S C P ÆDDY|S66577/2004|01477/03|1076112|ORANGE/HVIT|||A||M|H|3036328||17.02.2006|24.01.2005|
306|050376|01278/05||TRÅSLETTEN'S C P BALDER|S66577/2004|01477/03|1076081|ORANGE/HVIT|||A||M|H|3614338||13.02.2006|24.01.2005|
306|050376|01281/05||TRÅSLETTEN'S C P CHICA|S66577/2004|01477/03|1076176|ORANGE/HVIT|||B||M|T|0351189||21.03.2006|24.01.2005|
306|050376|01277/05||TRÅSLETTEN'S C P LUIS FIGO|S66577/2004|01477/03|1076051|ORANGE/HVIT|||C||M|H|3614337||13.07.2006|24.01.2005|
306|050376|01282/05||TRÅSLETTEN'S C P ÆRKI|S66577/2004|01477/03|1076209|ORANGE/HVIT|||A||M|T|3073270||13.02.2006|24.01.2005|
306|990452|01796/99||BALAIKA|DK01918/92|DK24153/93|1091907|HVIT/ORANGE|||A||+|T|1812767|bk|07.12.1999|02.02.1999|
306|030473|01802/03||KAJSA|S17855/2000|06060/00|1092060|HVIT/RØD|||A||M|T|3567305|ton|20.04.2005|04.02.2003|
306|030473|01803/03||MIRA|S17855/2000|06060/00|1092092|HVIT/RØD|||B||M|T|3567306|ton|20.04.2005|04.02.2003|
306|970388|01803/97||NORDTANGEN'S TUVA|30830/88|20537/93|1092119|HVIT/BRUN|||A||M|T|1464056|TON|26.03.1998|03.02.1997|
306|030473|01798/03||FRØYA|S17855/2000|06060/00|1091940|HVIT/RØD|||A||X|T|3256279|ton|20.04.2005|04.02.2003|
306|030473|01800/03||MITA|S17855/2000|06060/00|1092000|HVIT/RØD|||B||M|T|3500693|ton|20.04.2005|04.02.2003|
306|970388|01800/97||NORDTANGEN'S TIMMI|30830/88|20537/93|1092024|HVIT/BRUN|||C||M|H|1820687|#XU|19.12.2004|03.02.1997|
306|970388|01801/97||NORDTANGEN'S TRYM|30830/88|20537/93|1092054|HVIT/BRUN||||||H|3073276|SA|17.04.1997|03.02.1997|
306|970388|01802/97||NORDTANGEN'S CHAQUE|30830/88|20537/93|1092086|HVIT/BRUN|||C||M|H|3073277|#XU|12.01.2003|03.02.1997|
306|413513|01833/75||LIZ JANCA|&2489/71|&9530/72|1093014|HVIT OG ORANGE||||||T|8131981||||
306|413513|01835/75||TANYA|&2489/71|&9530/72|1093080|HVIT OG ORANGE||||||T|3234994||||
306|413513|01834/75||LIZ TINKA|&2489/71|&9530/72|1093047|HVIT OG ORANGE||||||T|8131996||||
306|030473|01799/03||TYRI|S17855/2000|06060/00|1091970|HVIT/RØD|||B||M|T|2539883|ton|22.09.2004|04.02.2003|
306|940214|01837/94||REX|00939/90|24639/85|1093164|BRUN/HVIT||||||H|3295971||||
306|413513|01837/75|N UCH|TANIJA|&2489/71|&9530/72|1093146|HVIT OG ORANGE|||A|||T|1944263|#XU|30.03.2003||
306|020457|01841/02||PERKARS GIRON|05077/96|17860/93|1093269|SORT/HVIT|||E||M|H|3539171|ton|30.04.2003|01.02.2002|
306|020457|01844/02||PERKARS MYRA|05077/96|17860/93|1093361|ORANGE/HVIT|||C||M|T|2443729|ton|30.04.2003|01.02.2002|
306|020457|01839/02||PERKARS PUTTE|05077/96|17860/93|1093205|SORT/HVIT|||A||X|H|3260938|#XU|31.10.2004|01.02.2002|
306|413513|01838/75||REKS|&2489/71|&9530/72|1093179|HVIT OG ORANGE||||||H|8132047||||
306|020457|01840/02||PERKARS TELLO|05077/96|17860/93|1093237|SORT/HVIT|||C||M|H|3539170|ton|30.04.2003|01.02.2002|
306|020457|01838/02||PERKARS KITO|05077/96|17860/93|1093172|ORANGE/HVIT|||A||M|H|3466740|HKE|03.12.2008|01.02.2002|
306|020457|01842/02||PERKARS SINUS|05077/96|17860/93|1093300|SORT/HVIT|||A||M|T|3539172|ton|13.09.2005|01.02.2002|
306|403345|00790/70NJHR||LEDEY|&6810/69|00198/68NJHR|1059718|HVIT/BRUN||||||T|8118859||||
306|030151|00628/03||MY|05900/98|20254/96|1053648|HVIT/BRUN||||||T|3563501|bj|28.01.2003|14.01.2003|
306|030151|00627/03||BIRK|05900/98|20254/96|1053609|HVIT/BRUN|||B||M|H|3739556||18.03.2008|14.01.2003|
306|030151|00629/03||DINA|05900/98|20254/96|1053687|HVIT/BRUN||||||T|3563503|bj|28.01.2003|14.01.2003|
306|403345|00789/70NJHR||BONNY|&6810/69|00198/68NJHR|1059681|HVIT/BRUN||||||T|8118841||||
306|403345|00795/70NJHR||JAPP|&6810/69|00198/68NJHR|1059911|HVIT/BRUN||||||H|8118941||||
306|403542|00798/71NJHR||VIGGAS FRIKK|DSK295172/65|&4201/69|1060026|RØD/HVIT||||||H|8118995||||
306|403345|00793/70NJHR||LASSE|&6810/69|00198/68NJHR|1059834|HVIT/BRUN||||||H|8118907||||
306|403345|00791/70NJHR||PANN|&6810/69|00198/68NJHR|1059756|HVIT/BRUN||||||H|8118875||||
306|403345|00792/70NJHR||KING|&6810/69|00198/68NJHR|1059795|HVIT/BRUN||||||H|8118891||||
306|403345|00794/70NJHR||BAMBI|&6810/69|00198/68NJHR|1059873|HVIT/BRUN||||||H|8118925||||
306|980181|00825/98||PAX|00705/96|22392/95|1061018|HVIT/ORANGE||||||H|3095812|#XU|21.03.1999|16.01.1998|
306|880151|00692/88||CARO|05944/79|19611/84|1056114|HVIT/BRUN|||A||X|H|8117252||||
306|880151|00693/88||TODDY|05944/79|19611/84|1056150|HVIT/BRUN||||||H|3243000||||
306|880151|00690/88||GASTELL|05944/79|19611/84|1056037|HVIT/BRUN||||||H|8117213||||
306|880151|00694/88||AKINA|05944/79|19611/84|1056186|HVIT/BRUN|||A|||T|3592645|#XU|08.08.2004||
306|880151|00691/88||KING|05944/79|19611/84|1056076|HVIT/BRUN|||A||X|H|8117231||||
306|040153|00696/04||PRINS YRAN|12694/01|01439/01|1056236|HVIT/ORANGE|||||M|H|3590439|gf|04.05.2004|14.01.2004|
306|880151|00695/88||AKITA|05944/79|19611/84|1056223|HVIT/BRUN|||A||X|T|2576231|SS|10.09.1996||
306|067166|00997/07||MOSKI|S19027/99|00523/02|2038823|HVIT/ORANGE||||||H|3561380|||14.02.2007|
306|067166|01000/07||LUDDE|S19027/99|00523/02|2038826|HVIT/SORT||||||H|3685486|||14.02.2007|
306|067166|01002/07||MIRA|S19027/99|00523/02|2038828|HVIT/ORANGE|||A||M|T|3685489||19.02.2008|14.02.2007|
306|067166|01001/07||TICA|S19027/99|00523/02|2038827|HVIT/ORANGE|||A||M|T|3685487|GL|12.08.2008|14.02.2007|
306|067166|01005/07||VILJA|S19027/99|00523/02|2038831|HVIT/SORT|||D||M|T|3484236||08.04.2008|14.02.2007|
306|810363|01747/81||STEGG|03431/76|15293/74|1090424|BRUN/HVIT||||||H|8131052||||
306|810363|01749/81||CIVITA|03431/76|15293/74|1090482|BRUN/HVIT|||A|||T|1465947|#XU|07.01.2001||
306|810363|01746/81||BUTCO|03431/76|15293/74|1090395|BRUN/HVIT||||||H|8131045||||
306|810363|01750/81||CASI|03431/76|15293/74|1090510|BRUN/HVIT||||||T|8131079||||
306|067166|00999/07||JERRY|S19027/99|00523/02|2038825|HVIT/SORT||||||H|3687041|||14.02.2007|
306|810363|01744/81||PEIK|03431/76|15293/74|1090335|BRUN/HVIT||||||H|8131026||||
306|067166|01004/07||NELLY|S19027/99|00523/02|2038830|HVIT/LEVER|||A||M|T|3685490||29.01.2008|14.02.2007|
306|810363|01748/81||TOPSY|03431/76|15293/74|1090453|BRUN/HVIT||||||T|1942838|#XU|21.03.1999||
306|060396|01759/06||BESSIE|19572/96|19501/01|1090769|HVIT/ORANGE|||||M|T|3644120||15.06.2006|02.05.2006|
306|060396|01756/06||TRYM|19572/96|19501/01|1090674|HVIT/ORANGE|||||M|H|3643054|||02.05.2006|
306|060396|01757/06||TINKA|19572/96|19501/01|1090706|HVIT/LEVER||||||T|3641626|#XU|16.06.2006|02.05.2006|
306|810363|01745/81||RON|03431/76|15293/74|1090365|BRUN/HVIT||||||H|8131035||||
306|067166|01006/07||KLARA|S19027/99|00523/02|2038832|HVIT/LEVER|||C||M|T|3685491||24.01.2008|14.02.2007|
306|060396|01758/06||ARIA|19572/96|19501/01|1090738|HVIT/SORT|||B||M|T|3644117||19.07.2007|02.05.2006|
306|060232|01020/06||J G FIGO|loe1096392|06054/00|1067840|HVIT/ORANGE||||||H|2409797|#XU|16.06.2006|02.03.2006|
306|060232|01023/06||J G LAIKA|loe1096392|06054/00|1067936|HVIT/ORANGE|||||M|T|3639254||20.07.2006|02.03.2006|
306|060232|01022/06||J G CHIKO|loe1096392|06054/00|1067903|HVIT/ORANGE||||||H|3639252|||02.03.2006|
306|080192|01351/08||STRÅMYRAN'S ZACO|19524/01|01232/01|2089523|HVIT/BRUN|||||M|H|3736400||17.03.2008|02.03.2008|
306|060232|01021/06||J G RUFUS|loe1096392|06054/00|1067872|HVIT/ORANGE|||C||M|H|3639251||11.03.2008|02.03.2006|
306|060232|01019/06||J G WIC|loe1096392|06054/00|1067808|HVIT/ORANGE|||A||M|H|3606942||26.07.2007|02.03.2006|
306|080192|01349/08||STRÅMYRAN'S KARO|19524/01|01232/01|2089521|HVIT/BRUN|||||M|H|3736397||10.03.2008|02.03.2008|
306|080192|01350/08||STRÅMYRAN'S TEO|19524/01|01232/01|2089522|HVIT/BRUN||||||H|3736398|||02.03.2008|
306|020457|01843/02||PERKARS TORA|05077/96|17860/93|1093330|SORT/HVIT|||A||X|T|1967736|#XU|11.09.2005|01.02.2002|
306|413513|01840/75||MIDI|&2489/71|&9530/72|1093244|HVIT OG ORANGE|||A|||T|0171900|#XU|29.05.2005||
306|413513|01836/75||LEILA|&2489/71|&9530/72|1093113|HVIT OG ORANGE||||||T|8132024||||
306|413513|01839/75||TELL JR.|&2489/71|&9530/72|1093212|HVIT OG ORANGE||||||H|8132060||||
306|970386|01781/97||TRÅSLETTEN'S DEX-TASSEN|30830/88|40938/91|1091447|HVIT/BRUN||||||H|1944271|SA|17.04.1997|03.02.1997|
306|970386|01782/97||TRÅSLETTEN'S DAKKO|30830/88|40938/91|1091476|HVIT/BRUN|||A||M|H|3073266|#XU|21.03.1999|03.02.1997|
306|970386|01779/97||TRÅSLETTEN'S DELO-SMIRRE|30830/88|40938/91|1091388|HVIT/BRUN|||A||M|H|3073264|TON|04.02.1998|03.02.1997|
306|970386|01786/97||TRÅSLETTEN'S DDE|30830/88|40938/91|1091597|HVIT/BRUN|||A||X|T|3309676|TON|04.02.1998|03.02.1997|
306|970386|01780/97||TRÅSLETTEN'S DJERV|30830/88|40938/91|1091418|HVIT/BRUN||||||H|3073265|SA|17.04.1997|03.02.1997|
306|970386|01783/97||TRÅSLETTEN'S DOUSHI|30830/88|40938/91|1091506|HVIT/BRUN|||C||M|T|3073267|TON|04.02.1998|03.02.1997|
306|970386|01784/97||TRÅSLETTEN'S DRIVA|30830/88|40938/91|1091537|HVIT/BRUN|||A||M|T|3105216|ton|22.01.1999|03.02.1997|
306|970386|01788/97||TRÅSLETTEN'S DENJA|30830/88|40938/91|1091660|HVIT/BRUN|||A||M|T|3073270|#XU|21.03.1999|03.02.1997|
306|970386|01785/97||TRÅSLETTEN'S DIBA-SINDI|30830/88|40938/91|1091567|HVIT/BRUN|||A||M|T|3073268|#XU|16.06.2006|03.02.1997|
306|970386|01787/97||TRÅSLETTEN'S DONNA|30830/88|40938/91|1091628|HVIT/BRUN|||A||M|T|3073269|#XU|21.03.1999|03.02.1997|
306|970386|01789/97||TRÅSLETTEN'S DAJA|30830/88|40938/91|1091691|HVIT/BRUN|||A||M|T|3073271|TON|04.02.1998|03.02.1997|
306|950321|01487/95||MIA|18184/87|12316/83|1082652|RØD/HVIT||||||T|3009543|JO|25.01.1995|25.01.1995|
306|950321|01486/95||SUHLEGAN PIEN|18184/87|12316/83|1082620|RØD/HVIT|||C||X|T|3019346|#XU|21.03.1999|25.01.1995|
306|850444|02083/85||MAX|05944/79|13733/81|1100661|RØD/HVIT||||||H|3292980|#XU|21.03.1999||
306|850444|02084/85||TIKO|05944/79|13733/81|1100688|RØD/HVIT||||||H|8134897||||
306|850444|02089/85||PIPPI|05944/79|13733/81|1100835|RØD/HVIT||||||T|8134949||||
306|850444|02085/85||LUDWIG|05944/79|13733/81|1100716|RØD/HVIT||||||H|3207844||||
306|850444|02081/85||ROCCO|05944/79|13733/81|1100603|RØD/HVIT||||||H|3236276||||
306|067166|01003/07||TESS|S19027/99|00523/02|2038829|HVIT/ORANGE||||||T|3539571|||14.02.2007|
306|067166|00998/07||FALCO|S19027/99|00523/02|2038824|HVIT/ORANGE||||||H|3484231|||14.02.2007|
306|077857|01692/08||REISAVANNET'S D-SJABLI|17163/04|AKCSR09150209|2084006|HVIT/ORANGE||||||T|3732398|||23.01.2008|
306|077857|01688/08||REISAVANNET'S D-HÅREK|17163/04|AKCSR09150209|2084002|HVIT/ORANGE||||||H|3732352|||23.01.2008|
306|077857|01690/08||REISAVANNET'S D-TRINE|17163/04|AKCSR09150209|2084004|HVIT/ORANGE|||A||M|T|3037759|VKL|18.11.2008|23.01.2008|
306|080349|02125/08||RIKO|00698/04|20086/03|2093305|HVIT/ORANGE|||B||M|H|3741207|VKL|13.01.2009|31.03.2008|
306|080349|02127/08||MAJSA|00698/04|20086/03|2093307|HVIT/ORANGE||||||T|3741209|||31.03.2008|
306|080349|02129/08||MILLE|00698/04|20086/03|2093309|HVIT/ORANGE|||A||M|T|3741211|VKL|29.01.2009|31.03.2008|
306|830448|02132/83||ZENTA|03431/76|15293/74|1102084|BRUN/HVIT|||A|||T|8135390||||
306|830448|02133/83||STEFF|03431/76|15293/74|1102113|BRUN/HVIT||||||H|8135398||||
306|080349|02126/08||ARES|00698/04|20086/03|2093306|HVIT/ORANGE|||||M|H|3741208||14.04.2008|31.03.2008|
306|830448|02134/83||LITA|03431/76|15293/74|1102144|BRUN/HVIT||||||T|8135410||||
306|080349|02130/08||RONJA|00698/04|20086/03|2093310|HVIT/ORANGE|||||M|T|3022523|DI||31.03.2008|
306|080349|02131/08||MINNI|00698/04|20086/03|2093311|HVIT/ORANGE||||||T|3009710|||31.03.2008|
306|830448|02130/83||TINKA|03431/76|15293/74|1102024|BRUN/HVIT||||||T|3297873|#XU|21.03.1999||
306|080349|02132/08||KIRA|00698/04|20086/03|2093312|HVIT/ORANGE|||||M|T|3741212||15.05.2008|31.03.2008|
306|080349|02128/08||LIZZI|00698/04|20086/03|2093308|HVIT/ORANGE||||||T|3085473|||31.03.2008|
306|830448|02131/83||SNUFFE|03431/76|15293/74|1102054|BRUN/HVIT||||||H|8135381||||
306|940269|02164/94||STILLERUD'S BOY|44048/91|17263/91|1103099|HVIT/BRUN|||C||X|H|8405406|sa|03.04.1995||
306|940269|02161/94||STILLERUD'S SCOTT|44048/91|17263/91|1103007|HVIT/BRUN||||||H|8405403||||
306|940269|02162/94||STILLERUD'S NICO|44048/91|17263/91|1103037|HVIT/BRUN|||C||X|H|8405404|TON|04.05.1995||
306|940269|02163/94||STILLERUD'S PACHO|44048/91|17263/91|1103068|HVIT/BRUN|||C||M|H|8405405|sa|03.04.1995||
306|940269|02165/94||STILLERUD'S SPEEDY|44048/91|17263/91|1103130|HVIT/BRUN|||C||M|T|3456866|BK|03.07.1998||
306|010321|01233/01||STRÅMYRAN'S SITA|07069/96|01785/97|1074609|HVIT/BRUN|||A||M|T|3301806|ton|15.05.2002|23.01.2001|
306|010321|01234/01||STRÅMYRAN'S PIPPI|07069/96|01785/97|1074641|HVIT/BRUN|||A||M|T|3519432|ton|03.07.2003|23.01.2001|
306|030425|01592/03||STRÅMYRAN'S FRØYA|07953/99|01785/97|1085732|HVIT/ORANGE||||||T|3567828|bk|28.03.2003|31.01.2003|
306|030425|01590/03||STRÅMYRAN'S KARO|07953/99|01785/97|1085669|HVIT/BRUN|||||M|H|3567825|gl|09.05.2003|31.01.2003|
306|421758|01853/77||DICK|14238/73|&10926/70|1093656|HVIT/BRUN||||||H|8132232||||
306|421758|01854/77||FAX|14238/73|&10926/70|1093686|HVIT/BRUN||||||H|8132241||||
306|421758|01857/77||TANJA|14238/73|&10926/70|1093780|HVIT/BRUN|||C|||T|8132280||||
306|421758|01859/77||PUCK|14238/73|&10926/70|1093842||||||||8132301||||
306|030425|01591/03||STRÅMYRAN'S ELVIS|07953/99|01785/97|1085701|HVIT/ORANGE|||D||M|H|3567826|ton|13.05.2004|31.01.2003|
306|421758|01856/77||RICKI|14238/73|&10926/70|1093750|HVIT/BRUN||||||H|8132266||||
306|030425|01594/03||STRÅMYRAN'S 6 I SIRI|07953/99|01785/97|1085793|HVIT/ORANGE|||C||M|T|3632829|bj|29.11.2005|31.01.2003|
306|030425|01589/03||STRÅMYRAN'S AIKO|07953/99|01785/97|1085637|HVIT/ORANGE||||||H|3567824|bk|28.03.2003|31.01.2003|
306|421758|01855/77||PEIK|14238/73|&10926/70|1093717|HVIT/BRUN||||||H|3292671||||
306|030425|01588/03||STRÅMYRAN'S MAX|07953/99|01785/97|1085605|HVIT/ORANGE|||||M|H|3567823|bj|06.06.2003|31.01.2003|
306|421758|01858/77||TINKA|14238/73|&10926/70|1093811|HVIT/BRUN||||||T|8132289||||
306|030425|01593/03||STRÅMYRAN'S KIRA|07953/99|01785/97|1085762|HVIT/BRUN|||A||M|T|3567829|ton|22.09.2004|31.01.2003|
306|030396|01471/03||TRÅSLETTEN'S W T CABU|11169/95|10589/99|1082112|HVIT/ORANGE|||A||X|H|3020209|ton|13.05.2004|30.01.2003|
306|980503|02311/98|N UCH N JCH|ULLA VAN'T GILLISHOF|LOF156101/16965|LOSH0707808|1107516|ORANGE/HVIT|||A||+|T|1967736|#XU|11.09.2005|10.02.1998|
306|060232|01025/06||J G MONJA|loe1096392|06054/00|1068005|HVIT/ORANGE|||||M|T|3047410||28.09.2006|02.03.2006|
306|950478|02191/95||STEINHEIA'S BIRK|13714/81|S50066/86|1103934|RØD/HVIT|||A||M|H|3020202|TON|13.03.1997|03.02.1995|
306|950478|02193/95||STEINHEIA'S CHOISEL|13714/81|S50066/86|1103995|RØD/HVIT||||||H|2248038|#XU|16.09.2001|03.02.1995|
306|060232|01027/06||J G LISS|loe1096392|06054/00|1068069|HVIT/ORANGE||||||T|3301385|#XU|16.06.2006|02.03.2006|
306|030397|01479/03||TRÅSLETTEN'S G F T TIM|11169/95|00079/01|1082371|HVIT/ORANGE|||B||M|H|3591578|ton|22.09.2004|30.01.2003|
306|030397|01478/03||TRÅSLETTEN'S G F T IKKAS|11169/95|00079/01|1082339|HVIT/ORANGE|||||M|H|3567142|bj|22.04.2003|30.01.2003|
306|030473|01796/03||ROCKY|S17855/2000|06060/00|1091881|HVIT/RØD|||A||M|H|3567301||14.11.2006|04.02.2003|
306|030473|01795/03||YAWI|S17855/2000|06060/00|1091850|HVIT/RØD|||||M|H|3567300||24.08.2007|04.02.2003|
306|030473|01801/03||ZIETA|S17855/2000|06060/00|1092030|HVIT/RØD|||A||M|T|3567304|ton|20.04.2005|04.02.2003|
306|940269|02167/94||STILLERUD'S TOYA|44048/91|17263/91|1103193|HVIT/BRUN|||A||X|T|8405409|sa|03.04.1995||
306|409195|01978/74||BEAUTY|&64/6051|&13246/71|1097504|RØD OG HVIT|||D|||T|8133710||||
306|409195|01980/74||LASSE|&64/6051|&13246/71|1097563|RØD OG HVIT||||||H|8133736||||
306|409195|01979/74||TRINE|&64/6051|&13246/71|1097533|RØD OG HVIT||||||T|8133723||||
306|409195|01981/74||DAVY|&64/6051|&13246/71|1097592|RØD OG HVIT||||||H|8133749||||
306|409195|01977/74||PAN|&64/6051|&13246/71|1097475|RØD OG HVIT|||A|||H|8133697||||
306|990514|02032/99||AKIRA|11169/95|05081/96|1099170|HVIT/ORANGE|||A||M|T|3622353|bj|03.11.2005|04.02.1999|
306|990514|02029/99||KING|11169/95|05081/96|1099076|HVIT/ORANGE|||B||M|H|3306722|ton|20.12.2000|04.02.1999|
306|990514|02030/99||TROY|11169/95|05081/96|1099107|HVIT/ORANGE|||D||M|H|3473743|ton|30.03.2000|04.02.1999|
306|990514|02034/99||HEXA|11169/95|05081/96|1099232|HVIT/ORANGE|||C||X|T|2313229|ton|25.02.2000|04.02.1999|
306|990514|02028/99||TICO|11169/95|05081/96|1099046|HVIT/ORANGE|||A||M|H|3570848|bk|08.11.2001|04.02.1999|
306|990514|02033/99||SHIRA|11169/95|05081/96|1099201|HVIT/ORANGE|||A||M|T|3474016|ton|25.02.2000|04.02.1999|
306|990514|02031/99||TIRIL|11169/95|05081/96|1099139|HVIT/ORANGE|||A||M|T|3474015|ton|26.05.2000|04.02.1999|
306|405065|02048/73||SINCO|&6312/70|&7176/71|1099607|HVIT M/BRUNT|||A|||H|8134479||||
306|405065|02049/73||TANJA|&6312/70|&7176/71|1099636|HVIT M/BRUNT||||||T|8134490||||
306|405065|02050/73||KIRA|&6312/70|&7176/71|1099666|HVIT M/BRUNT||||||T|8134501||||
306|990514|02035/99||TYRI|11169/95|05081/96|1099262|HVIT/ORANGE|||A||X|T|3474017|#XU|31.12.2000|04.02.1999|
306|990514|02037/99||TURBO-TINKA|11169/95|05081/96|1099320|HVIT/ORANGE|||A||M|T|3474018|ton|27.09.2000|04.02.1999|
306|060232|01024/06||J G TILLA|loe1096392|06054/00|1067970|HVIT/ORANGE|||||M|T|3639259||07.08.2006|02.03.2006|
306|060232|01026/06||J G TRIXI|loe1096392|06054/00|1068037|HVIT/ORANGE|||B||M|T|3500130||22.06.2007|02.03.2006|
306|950478|02196/95||STEINHEIA'S SILLA|13714/81|S50066/86|1104085|RØD/HVIT||||||T|3020207|BK|15.02.1995|03.02.1995|
306|950478|02194/95||STEINHEIA'S VILJA|13714/81|S50066/86|1104025|RØD/HVIT||||||T|3309465|#XU|21.03.1999|03.02.1995|
306|950478|02192/95||STEINHEIA'S HERO|13714/81|S50066/86|1103964|RØD/HVIT||||||H|3048921|#XU|21.03.1999|03.02.1995|
306|950478|02195/95||STEINHEIA'S ZITA|13714/81|S50066/86|1104056|RØD/HVIT|||||M|T|3020206|#XU|21.03.1999|03.02.1995|
306|840459|02206/84||NITA|13718/81|02870/79|1104375|HVIT/BRUN||||||T|3308403||||
306|840459|02207/84||TAIG|13718/81|02870/79|1104406|HVIT/BRUN||||||H|3104040||||
306|950478|02197/95||STEINHEIA'S TANJA|13714/81|S50066/86|1104114|RØD/HVIT||||||T|3023817|BK|20.03.1995|03.02.1995|
306|950478|02198/95||STEINHEIA'S PIA|13714/81|S50066/86|1104143|RØD/HVIT|||||M|T|3020208|#XU|25.11.2001|03.02.1995|
306|950478|02199/95||STEINHEIA'S KARA|13714/81|S50066/86|1104173|RØD/HVIT||||||T|3020209|#XU|23.03.2003|03.02.1995|
306|840459|02205/84||ILJA|13718/81|02870/79|1104344|HVIT/BRUN||||||T|8136216||||
306|840459|02202/84||STEGG|13718/81|02870/79|1104254|HVIT/BRUN||||||H|3308710|#XU|21.03.1999||
306|840459|02203/84||BESSI|13718/81|02870/79|1104284|HVIT/BRUN||||||T|2590372|#XU|16.06.2006||
306|840459|02204/84||TOYA|13718/81|02870/79|1104314|HVIT/RØD-BRUN||||||T|8136206||||
306|890084|02225/89|NV-90|STILLERUD'S TRIXI|23349/86|14701/83|1104939|HVIT/BRUN|||A||X|T|3268735|#XU|06.07.1997||
306|890084|02223/89||STILLERUD'S TACHI|23349/86|14701/83|1104882|HVIT/BRUN|||A||X|T|8136409||||
306|409249|02224/74||LISSI|&6344/71|&5091/70|1104897|RØD OG HVIT||||||T|8136412||||
306|409249|02227/74||SAM|&6344/71|&5091/70|1104983|RØD OG HVIT||||||H|8136448||||
306|950478|02200/95||STEINHEIA'S CORA|13714/81|S50066/86|1104201|RØD/HVIT||||||T|3020210|#XU|01.06.1997|03.02.1995|
306|409249|02228/74||RAIO|&6344/71|&5091/70|1105011|RØD OG HVIT||||||H|8136459||||
306|890084|02224/89||STILLERUD'S LISS|23349/86|14701/83|1104910|HVIT/BRUN|||A||X|T|8136422||||
306|940269|02166/94||STILLERUD'S TINKA|44048/91|17263/91|1103162|HVIT/BRUN|||||M|T|3030974|#XP|02.06.1996|10.07.1995|
306|950546|02488/95||BRUFJORDEN'S NA MAIKO|20536/93|12515/92|1112926|HVIT/ORANGE||||||H|3026092|BK|26.04.1995|09.02.1995|
306|080408|02494/08||MORITZ|21423/05|21817/04|2096662|HVIT/SORT||||||H|3741202||23.04.2008|22.04.2008|
